No         Predictions            Accuracy [%]
8349       (1 0 2 3 2 1 2)              98.404
8350       (1 0 3 1 2 1 2)              98.405
8351       (1 0 2 3 2 1 1)              98.405
8352       (1 0 2 3 2 1 2)              98.405
8353       (1 0 1 2 1 1 1)              98.405
8354       (1 0 2 3 2 1 2)              98.405
8355       (1 0 1 2 1 1 1)              98.405
8356       (1 0 2 3 1 1 1)              98.406
8357       (1 0 1 2 1 2 0)              98.406
8358       (1 0 3 1 2 1 2)              98.406
8359       (1 0 2 3 2 1 1)              98.405
8360       (1 0 2 3 2 1 2)              98.405
8361       (1 0 3 1 2 1 2)              98.405
8362       (1 0 3 1 2 1 1)              98.405
8363       (1 0 2 3 2 1 2)              98.405
8364       (1 0 1 2 1 1 1)              98.405
8365       (1 0 3 1 2 1 2)              98.404
8366       (1 0 1 2 1 1 1)              98.404
8367       (1 0 2 3 1 2 1)              98.404
8368       (1 0 2 3 2 1 2)              98.405
8369       (1 0 1 2 1 1 1)              98.405
8370       (1 0 2 3 1 2 1)              98.405
8371       (1 0 3 1 2 1 2)              98.405
8372       (1 0 1 2 1 1 1)              98.405
8373       (1 0 2 3 1 2 1)              98.404
8374       (1 0 3 1 2 1 2)              98.404
8375       (1 0 2 3 2 1 2)              98.404
8376       (1 0 2 3 1 2 1)              98.404
8377       (1 0 3 1 2 1 1)              98.405
8378       (1 0 3 1 2 1 2)              98.403
8379       (1 0 2 3 1 2 1)              98.403
8380       (1 0 3 1 2 1 2)              98.403
8381       (1 0 1 2 1 1 1)              98.404
8382       (1 0 1 2 1 1 1)              98.404
8383       (1 0 2 3 2 1 2)              98.404
8384       (1 0 3 1 2 1 2)              98.404
8385       (1 0 1 2 0 0 1)              98.404
8386       (1 0 3 1 2 1 1)              98.405
8387       (1 0 3 1 2 1 2)              98.405
8388       (1 0 1 2 1 1 1)              98.405
8389       (1 0 1 2 1 1 1)              98.405
8390       (1 0 2 3 2 1 2)              98.405
8391       (1 0 1 2 1 1 1)              98.405
8392       (1 0 1 2 1 2 1)              98.404
8393       (1 0 2 3 2 1 2)              98.404
8394       (1 0 1 2 1 1 1)              98.404
8395       (1 0 2 3 2 1 2)              98.405
8396       (1 0 2 3 2 1 2)              98.405
8397       (1 0 1 2 0 0 1)              98.405
8398       (1 0 3 1 2 1 2)              98.405
8399       (1 0 1 2 1 1 1)              98.405
8400       (1 0 2 3 1 2 1)              98.405
8401       (1 0 1 2 1 2 1)              98.406
8402       (1 0 2 3 2 1 2)              98.406
8403       (1 0 2 3 2 1 2)              98.406
8404       (1 0 3 1 2 1 2)              98.406
8405       (1 0 2 3 1 1 1)              98.405
8406       (1 0 2 3 2 1 2)              98.405
8407       (1 0 2 3 2 1 2)              98.405
8408       (1 0 2 3 2 1 2)              98.405
8409       (1 0 3 1 2 1 2)              98.406
8410       (1 0 3 1 2 1 2)              98.406
8411       (1 0 3 1 2 1 1)              98.406
8412       (1 0 1 2 1 1 1)              98.406
8413       (1 0 3 1 2 1 1)              98.406
8414       (1 0 1 2 1 1 1)              98.406
8415       (1 0 2 3 2 1 2)              98.407
8416       (1 0 2 3 2 1 2)              98.407
8417       (1 0 2 3 2 1 2)              98.407
8418       (1 0 3 1 2 1 2)              98.406
8419       (1 0 2 3 2 1 2)              98.406
8420       (1 0 1 2 0 0 1)              98.406
8421       (1 0 2 3 2 1 2)              98.406
8422       (1 0 2 3 2 1 2)              98.406
8423       (1 0 2 3 1 2 1)              98.406
8424       (1 0 2 3 2 1 2)              98.407
8425       (1 0 2 3 2 1 2)              98.407
8426       (1 0 1 2 1 1 1)              98.407
8427       (1 0 2 3 2 1 2)              98.407
8428       (1 0 2 3 2 1 2)              98.407
8429       (1 0 2 3 2 1 2)              98.408
8430       (1 0 3 1 2 1 2)              98.408
8431       (1 0 2 3 2 1 2)              98.408
8432       (1 0 1 2 1 2 1)              98.408
8433       (1 0 3 1 2 1 2)              98.408
8434       (1 0 3 1 2 1 2)              98.409
8435       (1 0 2 3 2 1 2)              98.409
8436       (1 0 2 3 2 1 2)              98.409
8437       (1 0 2 3 2 1 2)              98.409
8438       (1 0 3 1 2 1 2)              98.409
8439       (1 0 2 3 2 1 2)              98.409
8440       (1 0 3 1 2 1 2)              98.410
8441       (1 0 1 2 1 1 1)              98.410
8442       (1 0 1 2 1 1 1)              98.410
8443       (1 0 3 1 2 1 2)              98.410
8444       (1 0 2 3 2 1 2)              98.410
8445       (1 0 3 1 2 1 2)              98.411
8446       (1 0 2 3 2 1 2)              98.411
8447       (1 0 2 3 2 1 2)              98.411
8448       (1 0 2 3 1 1 1)              98.411
8449       (1 0 2 3 2 1 2)              98.411
8450       (1 0 2 3 2 1 2)              98.412
8451       (1 0 1 2 1 2 0)              98.412
8452       (1 0 3 1 2 1 2)              98.410
8453       (1 0 2 3 2 1 2)              98.410
8454       (1 0 3 1 2 1 2)              98.411
8455       (1 0 3 1 2 1 2)              98.411
8456       (1 0 3 1 1 1 1)              98.411
8457       (1 0 3 1 2 1 2)              98.411
8458       (1 0 2 3 1 1 1)              98.411
8459       (1 0 2 3 1 1 1)              98.412
8460       (1 0 2 3 2 1 2)              98.412
8461       (1 0 2 3 2 1 2)              98.412
8462       (1 0 2 3 2 1 2)              98.412
8463       (1 0 1 2 1 1 1)              98.412
8464       (1 0 2 3 2 1 2)              98.413
8465       (1 0 2 3 2 1 2)              98.413
8466       (1 0 0 0 1 0 1)              98.413
8467       (1 0 3 1 2 1 2)              98.413
8468       (1 0 2 3 2 1 2)              98.413
8469       (1 0 2 3 2 1 2)              98.413
8470       (1 0 2 3 2 1 2)              98.414
8471       (1 0 3 1 2 1 2)              98.414
8472       (1 0 3 1 2 1 2)              98.414
8473       (1 0 3 1 1 1 1)              98.414
8474       (1 0 1 2 1 1 1)              98.414
8475       (1 0 1 2 1 1 1)              98.415
8476       (1 0 3 1 2 1 2)              98.415
8477       (1 0 3 1 2 1 1)              98.415
8478       (1 0 2 3 2 1 2)              98.415
8479       (1 0 1 2 1 1 1)              98.415
8480       (1 0 1 2 1 1 1)              98.416
8481       (1 0 1 2 1 1 1)              98.416
8482       (1 0 2 3 2 1 2)              98.416
8483       (1 0 2 3 2 1 2)              98.416
8484       (1 0 2 3 2 1 2)              98.416
8485       (1 0 2 3 2 1 2)              98.416
8486       (1 0 2 3 2 1 2)              98.417
8487       (1 0 0 0 1 2 0)              98.417
8488       (1 0 2 3 2 1 2)              98.417
8489       (1 0 0 0 2 2 1)              98.417
8490       (1 0 2 3 1 0 1)              98.416
8491       (1 0 3 1 2 1 2)              98.414
8492       (1 0 2 3 2 1 2)              98.414
8493       (1 0 3 1 2 1 1)              98.413
8494       (1 0 1 2 1 1 1)              98.413
8495       (1 0 1 2 1 1 1)              98.413
8496       (1 0 1 2 1 2 1)              98.412
8497       (1 0 3 1 2 1 2)              98.412
8498       (1 0 3 1 2 1 2)              98.412
8499       (1 0 1 2 1 1 1)              98.412
8500       (1 0 2 3 2 1 2)              98.413
8501       (1 0 2 3 2 1 1)              98.413
8502       (1 0 3 1 2 1 2)              98.411
8503       (1 0 1 2 1 1 1)              98.411
8504       (1 0 2 3 2 1 2)              98.412
8505       (1 0 2 3 2 1 2)              98.412
8506       (1 0 2 3 2 1 2)              98.412
8507       (1 0 3 1 2 1 2)              98.412
8508       (1 0 1 2 1 1 1)              98.412
8509       (1 0 1 2 1 1 1)              98.413
8510       (1 0 2 3 2 1 1)              98.413
8511       (1 0 1 2 1 2 0)              98.413
8512       (1 0 1 2 1 1 1)              98.413
8513       (1 0 2 3 2 1 2)              98.413
8514       (1 0 1 2 1 1 1)              98.413
8515       (1 0 2 3 2 1 2)              98.414
8516       (1 0 2 3 2 1 2)              98.414
8517       (1 0 2 3 2 1 2)              98.414
8518       (1 0 2 3 2 1 2)              98.414
8519       (1 0 2 3 2 1 2)              98.414
8520       (1 0 3 1 2 1 2)              98.413
8521       (1 0 2 3 2 1 2)              98.413
8522       (1 0 3 1 2 1 2)              98.413
8523       (1 0 1 2 1 1 1)              98.413
8524       (1 0 2 3 2 1 2)              98.414
8525       (1 0 0 0 1 0 1)              98.414
8526       (1 0 1 2 1 1 1)              98.414
8527       (1 0 3 1 2 1 2)              98.414
8528       (1 0 2 3 2 1 2)              98.414
8529       (1 0 3 1 2 1 2)              98.415
8530       (1 0 2 3 2 2 1)              98.415
8531       (1 0 3 1 2 1 2)              98.415
8532       (1 0 2 3 2 1 2)              98.415
8533       (1 0 2 3 2 1 2)              98.415
8534       (1 0 1 2 1 1 1)              98.415
8535       (1 0 2 3 2 1 2)              98.416
8536       (1 0 3 1 2 1 1)              98.416
8537       (1 0 2 3 2 1 2)              98.416
8538       (1 0 3 1 2 1 2)              98.416
8539       (1 0 2 3 2 1 2)              98.416
8540       (1 0 0 0 2 2 1)              98.417
8541       (1 0 2 3 2 1 1)              98.417
8542       (1 0 3 1 2 1 2)              98.415
8543       (1 0 1 2 1 1 1)              98.415
8544       (1 0 0 0 2 2 1)              98.416
8545       (1 0 2 3 2 1 2)              98.416
8546       (1 0 3 1 2 1 2)              98.416
8547       (1 0 2 3 1 1 1)              98.416
8548       (1 0 2 3 2 1 2)              98.416
8549       (1 0 1 2 1 1 1)              98.417
8550       (1 0 2 3 1 2 1)              98.417
8551       (1 0 2 3 2 1 2)              98.417
8552       (1 0 2 3 2 1 2)              98.417
8553       (1 0 1 2 1 1 1)              98.417
8554       (1 0 1 2 1 1 1)              98.418
8555       (1 0 1 2 1 1 1)              98.418
8556       (1 0 3 1 2 1 2)              98.416
8557       (1 0 1 2 1 1 1)              98.416
8558       (1 0 3 1 2 1 2)              98.417
8559       (1 0 2 3 2 1 2)              98.417
8560       (1 0 1 2 1 2 0)              98.417
8561       (1 0 1 2 1 2 1)              98.417
8562       (1 0 2 3 1 2 1)              98.417
8563       (1 0 3 1 2 1 2)              98.418
8564       (1 0 1 2 1 1 1)              98.418
8565       (1 0 2 3 1 1 1)              98.418
8566       (1 0 2 3 2 1 2)              98.418
8567       (1 0 3 1 1 1 1)              98.418
8568       (1 0 2 3 2 1 2)              98.418
8569       (1 0 3 1 2 1 2)              98.419
8570       (1 0 1 2 2 2 1)              98.419
8571       (1 0 1 2 1 1 1)              98.419
8572       (1 0 2 3 1 2 1)              98.419
8573       (1 0 2 3 2 1 2)              98.419
8574       (1 0 3 1 2 1 2)              98.420
8575       (1 0 3 1 1 1 1)              98.420
8576       (1 0 1 2 1 1 1)              98.420
8577       (1 0 2 3 1 1 1)              98.420
8578       (1 0 3 1 2 1 2)              98.420
8579       (1 0 2 3 2 1 2)              98.420
8580       (1 0 2 3 1 2 1)              98.421
8581       (1 0 2 3 2 1 1)              98.421
8582       (1 0 3 1 2 1 2)              98.421
8583       (1 0 2 3 2 1 1)              98.421
8584       (1 0 2 3 2 1 2)              98.421
8585       (1 0 1 1 0 0 1)              98.418
8586       (1 0 1 2 1 1 1)              98.418
8587       (1 0 2 3 1 1 1)              98.419
8588       (1 0 1 2 1 1 1)              98.419
8589       (1 0 2 3 2 1 2)              98.419
8590       (1 0 2 3 2 1 2)              98.419
8591       (1 0 3 1 2 1 2)              98.419
8592       (1 0 2 3 2 1 2)              98.420
8593       (1 0 2 3 2 1 2)              98.420
8594       (1 0 2 3 2 1 2)              98.420
8595       (1 0 2 3 2 1 2)              98.420
8596       (1 0 2 3 2 1 2)              98.420
8597       (1 0 3 1 2 1 2)              98.420
8598       (1 0 2 3 2 1 2)              98.421
8599       (1 0 3 1 2 1 2)              98.421
8600       (1 0 2 3 2 1 1)              98.421
8601       (1 0 2 3 2 1 2)              98.421
8602       (1 0 2 3 2 1 2)              98.421
8603       (1 0 1 2 1 0 1)              98.420
8604       (1 0 2 3 2 1 2)              98.417
8605       (1 0 1 2 1 1 1)              98.417
8606       (1 0 2 3 2 1 2)              98.417
8607       (1 0 2 3 2 1 2)              98.417
8608       (1 0 1 2 1 1 1)              98.418
8609       (1 0 1 2 1 1 1)              98.418
8610       (1 0 2 3 2 1 2)              98.418
8611       (1 0 2 3 1 2 1)              98.418
8612       (1 0 2 3 2 1 1)              98.418
8613       (1 0 3 1 1 1 1)              98.418
8614       (1 0 1 2 1 1 1)              98.419
8615       (1 0 3 1 2 1 2)              98.417
8616       (1 0 3 1 2 1 2)              98.417
8617       (1 0 3 1 2 1 2)              98.416
8618       (1 0 2 3 2 1 2)              98.416
8619       (1 0 1 2 1 1 1)              98.416
8620       (1 0 2 3 2 1 2)              98.416
8621       (1 0 2 3 2 1 2)              98.417
8622       (1 0 1 2 0 2 1)              98.412
8623       (1 0 2 3 2 1 1)              98.412
8624       (1 0 1 2 1 1 1)              98.412
8625       (1 0 2 3 2 1 2)              98.412
8626       (1 0 2 3 1 1 1)              98.413
8627       (1 0 2 3 1 1 1)              98.413
8628       (1 0 2 3 2 1 2)              98.413
8629       (1 0 1 2 1 2 0)              98.411
8630       (1 0 2 3 2 1 2)              98.412
8631       (1 0 1 2 1 1 1)              98.412
8632       (1 0 2 3 2 1 2)              98.412
8633       (1 0 3 1 2 1 2)              98.412
8634       (1 0 1 2 1 1 1)              98.412
8635       (1 0 3 1 2 1 2)              98.413
8636       (1 0 2 3 2 1 2)              98.413
8637       (1 0 3 1 2 1 2)              98.413
8638       (1 0 2 3 2 1 2)              98.413
8639       (1 0 2 3 2 1 2)              98.413
8640       (1 0 1 2 1 1 1)              98.413
8641       (1 0 2 3 2 1 1)              98.414
8642       (1 0 3 1 2 1 2)              98.414
8643       (1 0 0 0 1 2 0)              98.414
8644       (1 0 2 3 1 1 1)              98.414
8645       (1 0 2 3 2 1 2)              98.414
8646       (1 0 2 3 2 1 2)              98.415
8647       (1 0 3 1 2 1 1)              98.415
8648       (1 0 2 3 2 1 2)              98.415
8649       (1 0 3 1 2 1 2)              98.415
8650       (1 0 2 3 2 1 2)              98.415
8651       (1 0 1 2 1 2 0)              98.415
8652       (1 0 3 1 2 1 2)              98.416
8653       (1 0 1 2 0 0 1)              98.416
8654       (1 0 3 1 2 1 2)              98.416
8655       (1 0 0 0 1 2 1)              98.416
8656       (1 0 3 1 2 1 2)              98.416
8657       (1 0 1 2 1 1 1)              98.417
8658       (1 0 2 3 2 1 2)              98.417
8659       (1 0 3 1 2 1 2)              98.417
8660       (1 0 3 1 2 1 2)              98.417
8661       (1 0 3 1 2 1 2)              98.417
8662       (1 0 2 3 2 1 2)              98.417
8663       (1 0 1 2 1 1 1)              98.418
8664       (1 0 3 1 2 1 2)              98.418
8665       (1 0 2 3 2 1 2)              98.416
8666       (1 0 1 2 1 1 1)              98.417
8667       (1 0 1 2 1 2 1)              98.417
8668       (1 0 2 3 2 1 1)              98.417
8669       (1 0 1 2 1 1 1)              98.417
8670       (1 0 2 3 1 0 1)              98.417
8671       (1 0 2 3 2 1 2)              98.417
8672       (1 0 2 3 1 2 1)              98.418
8673       (1 0 2 3 2 1 2)              98.418
8674       (1 0 3 1 2 1 2)              98.418
8675       (1 0 3 1 2 1 2)              98.418
8676       (1 0 2 3 1 1 1)              98.418
8677       (1 0 2 3 2 1 2)              98.419
8678       (1 0 2 3 2 1 2)              98.419
8679       (1 0 3 1 2 1 2)              98.419
8680       (1 0 2 3 2 1 2)              98.419
8681       (1 0 1 2 1 1 1)              98.419
8682       (1 0 2 3 1 1 1)              98.419
8683       (1 0 0 0 0 2 0)              98.420
8684       (1 0 3 1 2 1 2)              98.420
8685       (1 0 2 3 1 1 1)              98.420
8686       (1 0 3 1 2 1 1)              98.420
8687       (1 0 2 3 2 1 2)              98.420
8688       (1 0 1 2 1 1 1)              98.421
8689       (1 0 2 3 2 1 2)              98.421
8690       (1 0 2 3 2 1 2)              98.421
8691       (1 0 1 2 1 1 1)              98.421
8692       (1 0 3 1 2 1 2)              98.421
8693       (1 0 2 3 2 1 2)              98.421
8694       (1 0 3 1 2 1 2)              98.422
8695       (1 0 3 1 2 1 2)              98.422
8696       (1 0 1 2 1 1 1)              98.422
8697       (1 0 2 3 2 1 2)              98.422
8698       (1 0 2 3 1 2 1)              98.422
